,transaction_id,cust_id,tran_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type
11829,6579800964,271422,2012-07-26,3,2,1,1314,137.97,1451.97,Flagship store
11857,17196664514,271312,2012-07-25,3,2,1,1052,110.46,1162.46,e-Shop
11895,41768492801,267125,2012-07-23,3,5,3,506,159.39,1677.39,Flagship store
11903,24606627031,267652,2012-07-23,10,3,4,151,63.42,667.42,Flagship store
11911,69169460336,274091,2012-07-23,2,6,3,282,88.83,934.83,TeleShop
11923,47852879128,270293,2012-07-22,3,5,5,397,208.425,2193.425,e-Shop
11924,19314193069,268495,2012-07-22,10,6,5,1112,583.8,6143.8,e-Shop
11931,89807631851,272229,2012-07-22,8,3,5,1233,647.325,6812.325,Flagship store
11943,18458194277,267576,2012-07-21,1,4,2,886,186.06,1958.06,e-Shop
11952,67647966959,274463,2012-07-21,2,6,5,412,216.3,2276.3,Flagship store
11955,89096753757,269191,2012-07-21,6,5,1,454,47.67,501.67,Flagship store
11976,71745805347,270447,2012-07-20,11,5,1,913,95.865,1008.865,Flagship store
11988,19868733727,267384,2012-07-19,11,5,4,74,31.08,327.08,e-Shop
12033,68699500892,269694,2012-07-17,9,3,2,1369,287.49,3025.49,e-Shop
12037,77104234153,268204,2012-07-17,1,1,1,1205,126.525,1331.525,Flagship store
12044,21373026494,270108,2012-07-16,3,5,4,182,76.44,804.44,Flagship store
12048,58350921139,269325,2012-07-16,10,3,1,1036,108.78,1144.78,e-Shop
12051,71337087467,272141,2012-07-16,10,5,3,1422,447.93,4713.93,e-Shop
12075,49555183826,272389,2012-07-14,4,4,5,1075,564.375,5939.375,e-Shop
12086,52188724268,269189,2012-07-13,1,1,4,841,353.22,3717.22,e-Shop
12087,30657425792,268874,2012-07-13,2,6,1,615,64.575,679.575,Flagship store
12090,13357168293,272832,2012-07-13,12,5,2,129,27.09,285.09,e-Shop
12094,21547256353,271245,2012-07-13,2,6,3,673,211.995,2230.995,MBR
12108,23673342193,274496,2012-12-07,4,4,4,1008,423.36,4455.36,TeleShop
12155,64246071942,275079,2012-10-07,10,6,5,1251,656.775,6911.775,Flagship store
12163,77913473190,274568,2012-10-07,1,1,5,935,490.875,5165.875,MBR
12178,2060161656,272278,2012-09-07,10,6,2,192,40.32,424.32,MBR
12181,27801582663,271846,2012-09-07,11,6,5,486,255.15,2685.15,Flagship store
12194,45846501637,275174,2012-08-07,1,2,2,131,27.51,289.51,e-Shop
12200,42694020894,272638,2012-08-07,12,6,3,802,252.63,2658.63,e-Shop
12212,39587778338,270156,2012-07-07,3,2,5,186,97.65,1027.65,e-Shop
12223,5238564912,267891,2012-06-07,10,5,2,1300,273.0,2873.0,e-Shop
12231,37975951558,271721,2012-06-07,12,6,2,487,102.27,1076.27,Flagship store
12235,42661284231,268858,2012-06-07,5,3,4,1303,547.26,5759.26,TeleShop
12250,36398984533,270059,2012-05-07,4,4,5,832,436.8,4596.8,TeleShop
12259,89993957063,274462,2012-05-07,9,3,3,639,201.285,2118.285,e-Shop
12275,94289244571,273562,2012-04-07,1,1,1,418,43.89,461.89,MBR
12290,88827302421,271538,2012-03-07,4,1,3,680,214.2,2254.2,e-Shop
12304,75526748454,272431,2012-02-07,4,1,3,290,91.35,961.35,TeleShop
12314,12903107816,269250,2012-01-07,12,5,2,183,38.43,404.43,Flagship store
12316,43930456691,270906,2012-01-07,10,3,3,1414,445.41,4687.41,e-Shop
12322,44262548097,270850,2012-01-07,5,3,3,981,309.015,3252.015,e-Shop
12334,56313514689,271512,2012-06-30,10,5,1,1173,123.165,1296.165,e-Shop
12341,38508720507,274306,2012-06-30,6,5,3,1460,459.9,4839.9,Flagship store
12349,64276963465,274056,2012-06-30,3,5,3,1231,387.765,4080.765,e-Shop
12380,5264099948,274042,2012-06-28,8,3,2,479,100.59,1058.59,e-Shop
12385,49479039955,272308,2012-06-28,8,3,3,136,42.84,450.84,TeleShop
12393,79185451062,274811,2012-06-28,1,2,4,1164,488.88,5144.88,Flagship store
12440,87742024561,267207,2012-06-26,4,4,4,1276,535.92,5639.92,e-Shop
12441,73535548023,267452,2012-06-26,5,3,1,1320,138.6,1458.6,TeleShop
12454,96022343023,268934,2012-06-25,1,2,5,860,451.5,4751.5,e-Shop
12459,21187115255,269546,2012-06-24,4,4,3,591,186.165,1959.165,e-Shop
12462,35572979303,269236,2012-06-24,10,5,5,1287,675.675,7110.675,Flagship store
12468,36116271633,266966,2012-06-24,7,5,5,664,348.6,3668.6,e-Shop
12479,90869908087,267214,2012-06-24,7,5,2,1334,280.14,2948.14,e-Shop
12483,45326870356,269798,2012-06-23,4,3,4,1323,555.66,5847.66,e-Shop
12485,13303816179,270071,2012-06-23,4,1,4,1300,546.0,5746.0,TeleShop
12491,70322526944,273761,2012-06-23,7,5,1,547,57.435,604.435,Flagship store
12509,73467824391,270716,2012-06-22,4,4,4,1114,467.88,4923.88,Flagship store
12513,90905620050,267324,2012-06-22,1,1,3,665,209.475,2204.475,e-Shop
12524,20764422703,267812,2012-06-21,9,3,5,191,100.275,1055.275,e-Shop
12537,53386199821,274653,2012-06-20,8,3,3,393,123.795,1302.795,Flagship store
12544,50521458597,269506,2012-06-20,11,6,1,1389,145.845,1534.845,TeleShop
12562,50900570458,273391,2012-06-19,11,5,5,234,122.85,1292.85,e-Shop
12563,23176812880,268392,2012-06-19,7,5,1,1464,153.72,1617.72,e-Shop
12580,56585399695,269879,2012-06-18,4,4,5,1188,623.7,6563.7,e-Shop
12634,44151488678,273310,2012-06-15,6,5,3,802,252.63,2658.63,TeleShop
12635,19769155351,267081,2012-06-15,12,5,5,327,171.675,1806.675,e-Shop
12650,30805225815,269672,2012-06-14,4,1,1,333,34.965,367.965,e-Shop
12657,29947042825,275225,2012-06-14,4,3,2,965,202.65,2132.65,e-Shop
12660,67646945810,273802,2012-06-14,4,1,5,1194,626.85,6596.85,TeleShop
12680,71121362853,270606,2012-06-13,5,3,5,1370,719.25,7569.25,e-Shop
12694,95819621244,270416,2012-12-06,4,1,4,605,254.1,2674.1,e-Shop
12698,77723873139,267808,2012-12-06,3,2,4,242,101.64,1069.64,e-Shop
12700,17978797075,273482,2012-11-06,5,3,5,1092,573.3,6033.3,TeleShop
12709,92187121975,274415,2012-11-06,5,3,5,1440,756.0,7956.0,MBR
12712,99730167840,273334,2012-11-06,12,5,5,1309,687.225,7232.225,MBR
12721,48701834085,268048,2012-10-06,9,3,5,251,131.775,1386.775,MBR
12722,71557636302,275210,2012-10-06,12,6,2,829,174.09,1832.09,TeleShop
12725,65792200723,272549,2012-10-06,10,6,5,200,105.0,1105.0,MBR
12747,47236757591,272911,2012-08-06,12,5,3,1082,340.83,3586.83,MBR
12754,35538797655,268266,2012-08-06,6,5,3,1254,395.01,4157.01,MBR
12788,40297132296,269721,2012-06-06,3,5,1,599,62.895,661.895,e-Shop
12843,38460935866,270206,2012-03-06,12,5,2,629,132.09,1390.09,TeleShop
12863,12617878674,273807,2012-02-06,9,3,3,1129,355.635,3742.635,Flagship store
12901,297276245,269267,2012-05-31,11,5,1,72,7.56,79.56,TeleShop
12905,25962449642,272129,2012-05-31,1,1,5,1040,546.0,5746.0,TeleShop
12920,17023115405,274728,2012-05-30,1,4,4,878,368.76,3880.76,e-Shop
12921,33428067742,274517,2012-05-30,6,5,3,795,250.425,2635.425,Flagship store
12929,97446316480,272473,2012-05-30,12,5,2,532,111.72,1175.72,TeleShop
12932,85759826680,270331,2012-05-30,6,5,3,1209,380.835,4007.835,Flagship store
12958,28757862393,270143,2012-05-28,3,2,2,318,66.78,702.78,Flagship store
12977,16543230380,269623,2012-05-27,3,5,2,270,56.7,596.7,Flagship store
13000,80174770569,273522,2012-05-27,3,5,5,461,242.025,2547.025,e-Shop
13004,23172858022,267390,2012-05-26,8,3,2,1182,248.22,2612.22,Flagship store
13022,36470705086,272479,2012-05-25,9,3,2,866,181.86,1913.86,Flagship store
13023,51934868665,269601,2012-05-25,3,2,4,89,37.38,393.38,MBR
13024,47043985475,270854,2012-05-25,12,5,1,701,73.605,774.605,Flagship store
13034,91808738748,269732,2012-05-25,11,5,2,736,154.56,1626.56,Flagship store
13065,29309053492,273509,2012-05-23,3,1,3,88,27.72,291.72,MBR
13080,74032896563,267205,2012-05-23,5,3,2,114,23.94,251.94,MBR
13083,96176911576,266785,2012-05-23,10,6,5,1236,648.9,6828.9,Flagship store
13088,63500047523,274751,2012-05-23,1,1,4,1300,546.0,5746.0,TeleShop
13113,10376387913,267768,2012-05-21,3,5,5,518,271.95,2861.95,e-Shop
13125,71436875045,274662,2012-05-21,10,5,4,507,212.94,2240.94,Flagship store
13132,22348397292,272473,2012-05-20,4,4,3,1193,375.795,3954.795,MBR
13148,72878908579,273635,2012-05-20,6,5,4,207,86.94,914.94,e-Shop
13152,8870044144,272589,2012-05-19,12,6,3,1093,344.295,3623.295,TeleShop
13158,32653278933,271834,2012-05-19,4,1,3,1043,328.545,3457.545,TeleShop
13165,64169103450,271341,2012-05-19,4,3,5,1407,738.675,7773.675,e-Shop
13168,426787191,273106,2012-05-18,1,2,5,109,57.225,602.225,e-Shop
13184,30413421909,269096,2012-05-18,4,4,2,342,71.82,755.82,Flagship store
13193,78481398784,268078,2012-05-18,2,6,2,505,106.05,1116.05,MBR
13201,4318484331,270527,2012-05-17,1,2,5,848,445.2,4685.2,MBR
13210,79462290934,267552,2012-05-17,1,4,3,385,121.275,1276.275,e-Shop
13220,38283696934,269600,2012-05-16,4,2,2,1398,293.58,3089.58,Flagship store
13232,48360187417,268108,2012-05-16,1,2,5,281,147.525,1552.525,e-Shop
13235,93171142071,272823,2012-05-16,7,5,4,623,261.66,2753.66,Flagship store
13240,81187825574,269139,2012-05-16,12,6,3,996,313.74,3301.74,e-Shop
13248,95546362682,267396,2012-05-15,4,3,3,717,225.855,2376.855,Flagship store
13264,9257163979,267338,2012-05-14,5,3,4,357,149.94,1577.94,e-Shop
13285,71969890906,270008,2012-05-13,11,5,2,979,205.59,2163.59,MBR
13294,10013640089,268327,2012-12-05,5,3,2,578,121.38,1277.38,MBR
13311,18134431462,269873,2012-11-05,11,5,1,967,101.535,1068.535,e-Shop
13315,51544424917,271971,2012-11-05,9,3,3,949,298.935,3145.935,MBR
13325,10415710274,273229,2012-11-05,4,1,4,96,40.32,424.32,e-Shop
13338,99547706002,271323,2012-11-05,3,2,4,77,32.34,340.34,e-Shop
13363,82930273016,274679,2012-10-05,2,6,5,1201,630.525,6635.525,TeleShop
13370,18809274142,270293,2012-09-05,4,1,1,491,51.555,542.555,TeleShop
13381,78171531263,271614,2012-09-05,4,2,2,1275,267.75,2817.75,MBR
13382,79955170058,269940,2012-09-05,10,6,5,964,506.1,5326.1,e-Shop
13393,60488411526,268558,2012-08-05,8,3,4,385,161.7,1701.7,Flagship store
13397,21459715581,269965,2012-08-05,11,5,3,377,118.755,1249.755,TeleShop
13404,94347435336,267058,2012-08-05,1,4,5,568,298.2,3138.2,MBR
13405,77461976216,274786,2012-08-05,4,2,5,1086,570.15,6000.15,e-Shop
13406,68658514751,267248,2012-08-05,9,3,2,277,58.17,612.17,Flagship store
13411,70460239044,271768,2012-08-05,11,5,4,905,380.1,4000.1,Flagship store
13417,26751966025,274427,2012-07-05,1,1,2,761,159.81,1681.81,Flagship store
13449,20009614379,269805,2012-06-05,3,1,1,306,32.13,338.13,Flagship store
13460,86774049118,267895,2012-06-05,10,6,2,432,90.72,954.72,MBR
13461,82653956362,269235,2012-06-05,10,6,1,661,69.405,730.405,e-Shop
13470,31645886258,272438,2012-05-05,12,5,3,592,186.48,1962.48,Flagship store
13487,23718339061,270188,2012-04-05,1,4,3,1273,400.995,4219.995,e-Shop
13488,58912077171,273555,2012-04-05,11,5,1,615,64.575,679.575,TeleShop
13504,77330480294,274534,2012-04-05,1,1,3,1285,404.775,4259.775,e-Shop
13524,46385401052,273914,2012-02-05,10,6,3,385,121.275,1276.275,MBR
13543,86279256236,269015,2012-02-05,10,6,3,173,54.495,573.495,e-Shop
13545,78258383699,272951,2012-02-05,11,6,3,914,287.91,3029.91,Flagship store
13549,45861554604,270386,2012-01-05,9,3,1,868,91.14,959.14,MBR
13556,97154058349,269884,2012-01-05,3,1,5,1162,610.05,6420.05,TeleShop
13581,64009165017,272568,2012-04-30,2,6,4,859,360.78,3796.78,TeleShop
13598,66417417631,270657,2012-04-29,3,1,1,308,32.34,340.34,e-Shop
13602,87660652341,267224,2012-04-29,8,3,5,125,65.625,690.625,e-Shop
13603,71841134322,268906,2012-04-29,6,5,1,940,98.7,1038.7,MBR
13605,2221005425,272202,2012-04-28,10,3,4,812,341.04,3589.04,e-Shop
13624,69121545334,275237,2012-04-28,10,5,1,1294,135.87,1429.87,Flagship store
13646,84815313525,274198,2012-04-27,6,5,5,246,129.15,1359.15,e-Shop
13648,69994723675,275031,2012-04-27,10,5,2,1079,226.59,2384.59,Flagship store
13654,62028528979,271302,2012-04-26,3,5,5,1387,728.175,7663.175,e-Shop
13656,38374642212,267683,2012-04-26,1,1,4,169,70.98,746.98,e-Shop
13658,24878234347,271351,2012-04-26,2,6,3,1451,457.065,4810.065,e-Shop
13681,60938752097,270856,2012-04-25,11,5,1,1360,142.8,1502.8,TeleShop
13684,55418525944,268936,2012-04-25,2,6,3,281,88.515,931.515,e-Shop
13702,63080480075,272286,2012-04-24,5,3,3,805,253.575,2668.575,e-Shop
13704,58101054975,274852,2012-04-24,9,3,4,235,98.7,1038.7,Flagship store
13714,69862876511,272341,2012-04-24,1,2,3,1182,372.33,3918.33,e-Shop
13716,92571455811,271172,2012-04-24,10,6,4,845,354.9,3734.9,e-Shop
13734,57250412491,268472,2012-04-23,2,6,4,342,143.64,1511.64,TeleShop
13739,88580511420,269531,2012-04-23,1,2,1,1057,110.985,1167.985,MBR
13762,79972708425,274866,2012-04-22,3,2,5,1258,660.45,6950.45,e-Shop
13771,71000427358,269372,2012-04-22,2,6,4,761,319.62,3363.62,MBR
13784,80494053326,269514,2012-04-21,1,1,1,877,92.085,969.085,e-Shop
13797,39095466554,271597,2012-04-20,12,6,2,1017,213.57,2247.57,e-Shop
13808,19144933106,268377,2012-04-20,10,6,4,1235,518.7,5458.7,TeleShop
13811,86293071463,266883,2012-04-20,6,5,5,862,452.55,4762.55,Flagship store
13813,84298959416,268663,2012-04-20,3,5,2,321,67.41,709.41,TeleShop
13850,62260335592,267574,2012-04-18,3,1,1,647,67.935,714.935,e-Shop
13853,33685580296,268988,2012-04-18,1,2,2,358,75.18,791.18,TeleShop
13855,60304118846,269223,2012-04-18,4,3,5,416,218.4,2298.4,e-Shop
13856,58532659278,273258,2012-04-18,3,2,1,339,35.595,374.595,e-Shop
13861,5715863629,271464,2012-04-18,9,3,1,288,30.24,318.24,e-Shop
13862,96272226619,267099,2012-04-18,2,6,3,495,155.925,1640.925,Flagship store
13864,70085693266,267763,2012-04-18,4,2,4,1226,514.92,5418.92,Flagship store
13880,156697409,268633,2012-04-17,12,5,5,1139,597.975,6292.975,e-Shop
13883,68625357665,270229,2012-04-17,12,6,5,79,41.475,436.475,Flagship store
13886,93206995431,270044,2012-04-17,6,5,3,1334,420.21,4422.21,MBR
13892,91159095546,273421,2012-04-17,10,3,5,705,370.125,3895.125,MBR
13896,51946589837,268771,2012-04-16,4,4,2,962,202.02,2126.02,MBR
13911,51407395307,273155,2012-04-15,5,3,1,685,71.925,756.925,e-Shop
13916,87818330831,272963,2012-04-15,2,6,4,482,202.44,2130.44,e-Shop
13929,35334225657,270653,2012-04-14,6,5,3,787,247.905,2608.905,TeleShop
13932,25810970275,272415,2012-04-14,10,6,2,592,124.32,1308.32,e-Shop
13946,20684688889,273056,2012-04-13,9,3,3,1343,423.045,4452.045,Flagship store
13964,6153325303,274629,2012-12-04,3,5,3,584,183.96,1935.96,TeleShop
13991,17611596368,272498,2012-11-04,10,6,3,344,108.36,1140.36,Flagship store
13992,11632222690,268359,2012-11-04,6,5,5,320,168.0,1768.0,e-Shop
14003,93256779572,269439,2012-11-04,3,5,3,1493,470.295,4949.295,e-Shop
14014,59571894054,270770,2012-10-04,4,2,4,1494,627.48,6603.48,e-Shop
14017,53584219051,270619,2012-10-04,4,2,1,1289,135.345,1424.345,Flagship store
14020,86612803358,270544,2012-10-04,1,4,4,274,115.08,1211.08,e-Shop
14022,98097112949,266818,2012-10-04,10,6,1,1499,157.395,1656.395,e-Shop
14025,89196038348,267701,2012-10-04,4,4,2,859,180.39,1898.39,Flagship store
14026,54441383175,274869,2012-09-04,10,5,3,473,148.995,1567.995,Flagship store
14056,35281911913,268228,2012-08-04,12,6,3,923,290.745,3059.745,TeleShop
14057,33261863650,273231,2012-08-04,7,5,2,162,34.02,358.02,Flagship store
14061,47604927293,269696,2012-08-04,9,3,4,735,308.7,3248.7,MBR
14063,32636959881,273062,2012-08-04,4,1,1,1334,140.07,1474.07,MBR
14071,65825175725,270523,2012-08-04,4,3,1,1318,138.39,1456.39,MBR
14075,97470660802,270544,2012-08-04,10,3,4,417,175.14,1843.14,e-Shop
14078,13344315309,270982,2012-07-04,4,4,3,807,254.205,2675.205,Flagship store
14082,58383264305,271176,2012-07-04,12,5,5,1173,615.825,6480.825,MBR
14111,75454605210,274437,2012-06-04,12,5,2,508,106.68,1122.68,e-Shop
14117,47242493733,269890,2012-05-04,8,3,5,609,319.725,3364.725,TeleShop
14128,53356126551,267801,2012-05-04,4,2,5,1369,718.725,7563.725,TeleShop
14131,27716988048,269593,2012-05-04,7,5,3,716,225.54,2373.54,TeleShop
14134,43929163078,270347,2012-05-04,3,5,5,527,276.675,2911.675,TeleShop
14137,71173407550,272267,2012-05-04,7,5,3,1170,368.55,3878.55,TeleShop
14141,75690463539,274558,2012-05-04,12,5,1,1158,121.59,1279.59,e-Shop
14146,27498876594,270357,2012-04-04,3,2,5,440,231.0,2431.0,Flagship store
14147,31793268077,267330,2012-04-04,11,5,5,93,48.825,513.825,Flagship store
14153,56355859434,272356,2012-04-04,3,5,2,779,163.59,1721.59,e-Shop
14180,79199314460,269864,2012-03-04,2,6,4,672,282.24,2970.24,e-Shop
14182,70512680023,269503,2012-03-04,10,3,1,885,92.925,977.925,e-Shop
14187,41222364469,273951,2012-02-04,4,4,1,911,95.655,1006.655,TeleShop
14208,36272281788,269035,2012-01-04,9,3,2,1449,304.29,3202.29,Flagship store
14215,67288023517,267145,2012-01-04,3,5,1,673,70.665,743.665,Flagship store
14236,42384989119,274963,2012-03-31,3,5,2,1084,227.64,2395.64,e-Shop
14248,61809388814,267067,2012-03-30,4,1,5,157,82.425,867.425,MBR
14259,80021335993,272864,2012-03-30,1,4,4,1390,583.8,6143.8,e-Shop
14261,80387739201,267439,2012-03-30,11,6,3,1003,315.945,3324.945,e-Shop
14263,16468397208,266870,2012-03-29,7,5,3,629,198.135,2085.135,e-Shop
14267,59838779074,270170,2012-03-29,10,3,2,956,200.76,2112.76,MBR
14296,3616094051,270597,2012-03-28,1,4,5,325,170.625,1795.625,e-Shop
14299,76361412817,271589,2012-03-28,10,5,3,1381,435.015,4578.015,Flagship store
14308,33870268408,271306,2012-03-27,8,3,5,387,203.175,2138.175,Flagship store
14309,55070644103,273762,2012-03-27,6,5,5,1283,673.575,7088.575,Flagship store
14318,55389581056,271831,2012-03-27,11,6,1,169,17.745,186.745,Flagship store
14321,35201958492,270517,2012-03-27,5,3,4,396,166.32,1750.32,TeleShop
14322,18554862799,274350,2012-03-27,5,3,5,699,366.975,3861.975,e-Shop
14351,83969664696,271833,2012-03-26,11,5,4,882,370.44,3898.44,e-Shop
14366,44344279807,274814,2012-03-25,12,5,4,1370,575.4,6055.4,TeleShop
14374,66600147350,270449,2012-03-25,1,4,5,1222,641.55,6751.55,TeleShop
14380,62128542294,271636,2012-03-24,4,1,3,293,92.295,971.295,Flagship store
14397,26577992701,270008,2012-03-24,11,6,1,1003,105.315,1108.315,e-Shop
14405,70222766744,267690,2012-03-24,3,2,2,800,168.0,1768.0,e-Shop
14454,72500230422,267680,2012-03-21,4,4,1,260,27.3,287.3,TeleShop
14464,58984293542,270966,2012-03-20,3,5,4,892,374.64,3942.64,TeleShop
14485,37725436293,267365,2012-03-19,2,6,5,1250,656.25,6906.25,Flagship store
14488,16866175914,271813,2012-03-19,1,1,3,150,47.25,497.25,MBR
14496,53783294189,269780,2012-03-18,7,5,2,587,123.27,1297.27,TeleShop
14507,65657230453,269987,2012-03-18,7,5,3,872,274.68,2890.68,e-Shop
14526,98098289991,275040,2012-03-17,1,2,1,743,78.015,821.015,TeleShop
14530,24706919599,271643,2012-03-16,3,2,3,798,251.37,2645.37,e-Shop
14536,11355539040,271477,2012-03-16,11,5,4,1021,428.82,4512.82,e-Shop
14546,4545655117,266881,2012-03-15,4,2,2,507,106.47,1120.47,MBR
14553,63050317354,268579,2012-03-15,3,5,2,937,196.77,2070.77,Flagship store
14571,88014527413,273305,2012-03-15,11,5,3,1314,413.91,4355.91,TeleShop
14581,40601480044,270548,2012-03-14,12,5,4,408,171.36,1803.36,MBR
14586,70719867617,268598,2012-03-14,11,5,1,504,52.92,556.92,e-Shop
14592,30409342972,273035,2012-03-13,1,4,2,1073,225.33,2371.33,e-Shop
14604,13778389540,271900,2012-03-13,4,2,5,925,485.625,5110.625,Flagship store
14624,66932911595,267611,2012-12-03,1,1,1,1482,155.61,1637.61,Flagship store
14661,50110766225,270975,2012-10-03,12,6,4,576,241.92,2545.92,Flagship store
14670,40336799311,274074,2012-09-03,1,4,3,859,270.585,2847.585,e-Shop
14679,26710550865,271106,2012-09-03,1,4,3,1465,461.475,4856.475,MBR
14683,8240484357,266825,2012-09-03,3,1,4,1196,502.32,5286.32,e-Shop
14699,29043235989,269260,2012-08-03,1,4,5,941,494.025,5199.025,e-Shop
14716,36605332391,267697,2012-07-03,10,5,4,1431,601.02,6325.02,e-Shop
14753,7045208023,270694,2012-05-03,4,2,4,448,188.16,1980.16,TeleShop
14764,20602717467,269422,2012-05-03,5,3,1,1333,139.965,1472.965,MBR
14768,79085001315,268899,2012-05-03,3,1,2,1138,238.98,2514.98,e-Shop
14773,14818019898,267609,2012-04-03,1,4,3,220,69.3,729.3,MBR
14783,9135588540,269117,2012-04-03,10,6,4,721,302.82,3186.82,TeleShop
14784,50535792582,269463,2012-04-03,1,4,5,573,300.825,3165.825,MBR
14792,63163331006,271055,2012-04-03,4,2,2,290,60.9,640.9,TeleShop
14801,24733455126,271822,2012-03-03,9,3,4,211,88.62,932.62,e-Shop
14846,70083703331,271261,2012-01-03,1,4,3,734,231.21,2433.21,e-Shop
14852,64566718598,273305,2012-01-03,9,3,2,1081,227.01,2389.01,e-Shop
14869,49207700730,266920,2012-02-29,1,2,1,996,104.58,1100.58,TeleShop
14884,64656562115,273503,2012-02-29,3,1,1,428,44.94,472.94,MBR
14889,6243938180,268179,2012-02-28,12,5,5,863,453.075,4768.075,Flagship store
14892,7067938567,273554,2012-02-28,11,5,5,840,441.0,4641.0,e-Shop
14893,43518535679,267827,2012-02-28,1,4,4,108,45.36,477.36,Flagship store
14903,84224370176,267205,2012-02-28,2,6,3,1496,471.24,4959.24,e-Shop
14949,36019672404,270463,2012-02-25,10,6,1,515,54.075,569.075,e-Shop
14950,296073900,269883,2012-02-25,10,3,5,169,88.725,933.725,e-Shop
14952,8508206340,273119,2012-02-25,1,1,1,177,18.585,195.585,Flagship store
14953,13691154784,268246,2012-02-25,1,2,1,1278,134.19,1412.19,e-Shop
14954,78293415917,269409,2012-02-25,3,5,5,1044,548.1,5768.1,MBR
14958,78976969959,273839,2012-02-25,9,3,5,388,203.7,2143.7,e-Shop
14963,2557266420,275088,2012-02-24,1,4,1,1365,143.325,1508.325,MBR
14967,23801617761,274804,2012-02-24,12,5,5,83,43.575,458.575,TeleShop
14991,39324067314,269758,2012-02-23,11,5,2,1279,268.59,2826.59,MBR
14994,88492794300,269665,2012-02-23,1,1,1,289,30.345,319.345,e-Shop
14998,82733220577,274119,2012-02-23,3,5,2,312,65.52,689.52,Flagship store
15011,35847977980,272976,2012-02-22,4,2,4,410,172.2,1812.2,e-Shop
15023,43954491077,274700,2012-02-21,1,2,2,150,31.5,331.5,e-Shop
15037,90343042707,270453,2012-02-21,1,2,2,939,197.19,2075.19,e-Shop
15042,98165240757,271872,2012-02-21,11,6,2,1378,289.38,3045.38,e-Shop
15081,67685530989,273155,2012-02-19,3,5,1,1181,124.005,1305.005,e-Shop
15090,12447571256,270291,2012-02-18,7,5,1,654,68.67,722.67,e-Shop
15098,20004451006,269580,2012-02-18,3,1,5,1389,729.225,7674.225,TeleShop
15117,37922280292,273988,2012-02-17,10,3,1,808,84.84,892.84,Flagship store
15135,15786896393,270080,2012-02-16,10,6,4,373,156.66,1648.66,e-Shop
15138,45099168444,267562,2012-02-16,1,1,4,711,298.62,3142.62,e-Shop
15139,10195904465,271851,2012-02-16,1,4,4,1204,505.68,5321.68,Flagship store
15160,43474356221,268679,2012-02-15,7,5,2,1043,219.03,2305.03,TeleShop
15170,99488038460,269533,2012-02-15,6,5,4,109,45.78,481.78,MBR
15179,32668528134,268729,2012-02-14,12,5,5,486,255.15,2685.15,e-Shop
15182,95076690710,268207,2012-02-14,12,6,4,508,213.36,2245.36,e-Shop
15192,26195128148,267657,2012-02-13,2,6,4,827,347.34,3655.34,TeleShop
15195,1973963752,267907,2012-02-13,11,6,3,931,293.265,3086.265,Flagship store
15214,53652360088,273226,2012-12-02,12,5,4,1265,531.3,5591.3,Flagship store
15215,5650269843,275247,2012-12-02,10,3,3,1094,344.61,3626.61,e-Shop
15233,64916562787,269941,2012-12-02,7,5,4,1373,576.66,6068.66,e-Shop
15257,10696262900,270041,2012-10-02,6,5,2,194,40.74,428.74,e-Shop
15264,52544815429,268138,2012-10-02,4,2,4,761,319.62,3363.62,Flagship store
15279,94511946723,269728,2012-10-02,6,5,2,296,62.16,654.16,MBR
15282,55451899155,274543,2012-09-02,3,5,4,618,259.56,2731.56,TeleShop
15288,21962493023,273535,2012-09-02,1,1,4,420,176.4,1856.4,e-Shop
15297,83040817366,273781,2012-09-02,10,6,1,842,88.41,930.41,MBR
15300,78857128027,274229,2012-09-02,3,2,4,601,252.42,2656.42,Flagship store
15313,26822716656,268504,2012-08-02,1,4,1,576,60.48,636.48,TeleShop
15317,88588774029,267497,2012-08-02,1,4,3,897,282.555,2973.555,TeleShop
15318,82217688080,268229,2012-08-02,11,6,2,291,61.11,643.11,e-Shop
15319,82530735436,267980,2012-08-02,12,6,5,1300,682.5,7182.5,TeleShop
15321,86890620258,270802,2012-08-02,7,5,3,160,50.4,530.4,Flagship store
15335,97990077440,274278,2012-07-02,3,5,3,754,237.51,2499.51,TeleShop
15348,18346893655,273270,2012-06-02,4,3,4,675,283.5,2983.5,TeleShop
15356,89365791775,273899,2012-06-02,1,1,1,1024,107.52,1131.52,MBR
15358,3914092039,268710,2012-05-02,12,5,1,281,29.505,310.505,MBR
15373,91530082461,269449,2012-05-02,12,6,4,1359,570.78,6006.78,e-Shop
15375,78199279845,271885,2012-05-02,12,5,3,922,290.43,3056.43,e-Shop
15380,35038486675,272708,2012-04-02,10,3,5,1170,614.25,6464.25,e-Shop
15381,57906044883,268665,2012-04-02,2,6,3,1485,467.775,4922.775,e-Shop
15393,13663382270,272338,2012-03-02,10,5,1,255,26.775,281.775,MBR
15402,16733445675,271311,2012-03-02,6,5,1,979,102.795,1081.795,e-Shop
15411,67370399167,271080,2012-03-02,3,2,2,1237,259.77,2733.77,TeleShop
15423,9081471288,273112,2012-02-02,11,6,5,825,433.125,4558.125,e-Shop
15424,57548172324,266937,2012-02-02,12,5,1,1467,154.035,1621.035,e-Shop
15426,27371188211,270206,2012-02-02,10,6,4,781,328.02,3452.02,Flagship store
